Age,Salary,Department,Region,Remote_Work,Performance_Score_Ordinal,Tenure_Years,Join_Year,Join_Month,Join_Quarter,Age_Was_Missing,Salary_Was_Missing,Attrition_Flag
40.0,116509.72,HR,Florida,False,2,1.6125941136208077,2023,5,2,False,False,0
30.0,84253.9,Finance,Texas,True,4,3.589322381930185,2021,5,2,False,False,0
25.0,54776.01,Cloud Tech,Nevada,False,1,0.3394934976043806,2024,8,3,False,False,0
40.0,71192.68,Sales,Nevada,False,2,4.139630390143737,2020,11,4,False,False,1
35.0,96346.53,Finance,Florida,True,2,3.34839151266256,2021,8,3,True,False,0
30.0,116680.63,HR,Illinois,True,4,4.895277207392197,2020,2,1,True,False,0
25.0,76343.56,Finance,Florida,False,4,0.2135523613963039,2024,10,4,False,False,1
30.0,99424.14,Sales,Nevada,False,4,0.03559206023271732,2024,12,4,False,False,1
35.0,57656.74,DevOps,Florida,True,3,0.7118412046543463,2024,4,2,False,False,1
40.0,77396.94,Sales,New York,True,4,4.681724845995893,2020,4,2,False,False,0
32.5,54299.68,DevOps,California,False,2,3.1978097193702943,2021,10,4,True,False,1
35.0,103563.58,HR,Nevada,True,4,4.843258042436688,2020,2,1,False,False,0
25.0,74588.85,Finance,California,False,2,2.6858316221765914,2022,4,2,False,False,1
30.0,113727.23,DevOps,California,False,1,4.520191649555099,2020,6,2,False,False,0
25.0,72828.18,HR,New York,False,3,1.9767282683093772,2023,1,1,False,False,0
30.0,98717.09,Sales,Florida,False,1,4.8815879534565365,2020,2,1,True,False,1
40.0,56840.8,Sales,Florida,True,1,1.78507871321013,2023,3,1,False,False,1
35.0,61663.91,Finance,Illinois,True,2,3.0910335386721424,2021,11,4,False,False,0
30.0,109523.4,Finance,Nevada,True,1,0.28199863107460643,2024,9,3,False,False,0
25.0,65812.02,HR,Illinois,True,2,0.48459958932238195,2024,7,3,False,False,1
30.0,54708.88,Cloud Tech,Illinois,True,4,3.463381245722108,2021,7,3,True,False,1
40.0,107661.73,Admin,California,True,4,1.3415468856947297,2023,8,3,False,False,0
40.0,79002.0,DevOps,Illinois,True,2,3.8740588637919235,2021,2,1,False,False,1
30.0,86135.69,Admin,Texas,False,4,1.051334702258727,2023,12,4,True,False,0
30.0,115601.4,DevOps,Nevada,True,3,3.4934976043805612,2021,7,3,False,False,1
32.5,64045.36,DevOps,Nevada,True,1,2.0670773442847366,2022,12,4,True,False,0
30.0,80477.21,DevOps,Nevada,False,3,0.26283367556468173,2024,9,3,False,False,1
30.0,61240.9,Finance,California,True,1,1.3716632443531827,2023,8,3,False,False,1
40.0,51939.29,Admin,Texas,True,4,3.917864476386037,2021,1,1,False,False,0
40.0,95284.54,Finance,Illinois,False,3,2.628336755646817,2022,5,2,False,False,1
35.0,106247.67,Admin,Texas,True,4,0.5667351129363449,2024,6,2,False,False,1
25.0,110170.88,DevOps,Florida,True,1,4.684462696783025,2020,4,2,False,False,0
25.0,52615.44,HR,Nevada,True,2,0.5530458590006845,2024,6,2,False,False,0
30.0,82547.26,DevOps,Illinois,False,2,4.698151950718686,2020,4,2,False,False,1
35.0,63049.22,Finance,Illinois,True,3,4.501026694045175,2020,6,2,False,False,0
35.0,115229.12,HR,California,True,4,1.8699520876112252,2023,2,1,False,False,0
25.0,60687.63,DevOps,Illinois,False,4,1.541409993155373,2023,6,2,False,False,0
30.0,67492.73,Finance,Illinois,True,3,2.7816563997262147,2022,3,1,False,False,1
30.0,77821.79,HR,Illinois,False,2,1.1800136892539357,2023,10,4,True,False,1
35.0,69146.95,DevOps,Texas,False,1,2.461327857631759,2022,7,3,False,False,0
35.0,90224.82,Admin,Nevada,True,3,2.8008213552361396,2022,3,1,False,False,1
35.0,62603.98,Finance,Illinois,False,1,0.5503080082135524,2024,6,2,True,False,0
35.0,71148.27,Sales,Nevada,False,2,0.5530458590006845,2024,6,2,False,False,0
40.0,52031.74,Admin,California,True,4,2.272416153319644,2022,9,3,False,False,1
35.0,85837.98000000001,DevOps,Florida,False,2,1.7084188911704312,2023,4,2,False,True,1
30.0,116680.63,HR,Illinois,False,3,4.895277207392197,2020,2,1,True,False,0
30.0,51990.98,Finance,Nevada,True,4,3.62217659137577,2021,5,2,False,False,0
30.0,85518.88,HR,California,True,3,1.3634496919917864,2023,8,3,False,True,0
30.0,100215.06,Cloud Tech,Texas,True,3,3.143052703627652,2021,11,4,False,False,1
40.0,114587.11,Finance,New York,False,2,1.2375085557837098,2023,10,4,False,False,0
30.0,71318.79,HR,Florida,True,3,0.03559206023271732,2024,12,4,False,False,1
30.0,77764.24,DevOps,Illinois,False,2,3.8494182067077345,2021,2,1,False,False,0
